" Nom Ville ";"MAJ   ";" Code Postal ";" Code INSEE ";"Code Région";" Latitude ";" Longitude ";" Eloignement "
"Allemagne-en-Provence";"ALLEMAGNE EN PROVENCE";4550;4004;93;"43.783333";"6.016667";"0"
"Allemans-du-Dropt";"ALLEMANS DU DROPT";47800;47005;72;"44.633333";"0.283333";"0"
"Allemant";"ALLEMANT";51120;51005;21;"48.766667";"3.8";"0"
"Allemant";"ALLEMANT";2320;2010;22;"49.466667";"3.45";"0"
"Allenay";"ALLENAY";80530;80018;11;"50.083333";"1.5";"0"
"Allenc";"ALLENC";48190;48003;91;"44.533333";"3.666667";"0"
"Allenjoie";"ALLENJOIE";25490;25011;43;"47.533333";"6.9";"0"
"Allennes-les-Marais";"ALLENNES LES MARAIS";59251;59005;31;"50.533333";"2.95";"0"
"Allenwiller";"ALLENWILLER";67310;67004;73;"48.666667";"7.383333";"0"
"Allery";"ALLERY";80270;80019;11;"49.966667";"1.9";"0"
"Alleuze";"ALLEUZE";15100;15002;83;"44.95";"3.1";"0"
"Allevard";"ALLEVARD";38580;38006;82;"45.4";"6.066667";"0"
"Allex";"ALLEX";26400;26006;82;"44.766667";"4.916667";"0"
"Alleyrac";"ALLEYRAC";43150;43004;72;"44.883333";"3.966667";"0"
"Alleyras";"ALLEYRAS";43580;43005;72;"44.9";"3.683333";"0"
"Alleyrat";"ALLEYRAT";23200;23003;74;"45.983333";"2.15";"0"
"Allez-et-Cazeneuve";"ALLEZ ET CAZENEUVE";47110;47006;72;"44.4";"0.616667";"0"
"Alliancelles";"ALLIANCELLES";51250;51006;21;"48.8";"4.883333";"0"
"Alliat";"ALLIAT";9400;9006;73;"42.816667";"1.583333";"0"
"Allibaudières";"ALLIBAUDIERES";10700;10004;21;"48.583333";"4.116667";"0"
"Allichamps";"ALLICHAMPS";52130;52006;72;"48.566667";"4.883333";"0"
"Allier";"ALLIER";65360;65005;72;"43.183333";"0.116667";"0"
"Alligny-Cosne";"ALLIGNY COSNE";58200;58002;26;"47.45";"3.066667";"0"
"Alligny-en-Morvan";"ALLIGNY EN MORVAN";58230;58003;26;"47.2";"4.166667";"0"
"Allineuc";"ALLINEUC";22460;22001;53;"48.316667";"-2.866667";"0"
"Allinges";"ALLINGES";74200;74005;72;"46.333333";"6.466667";"0"
"Allières";"ALLIERES";9240;9007;73;"43.033333";"1.35";"0"
"Allogny";"ALLOGNY";18110;18004;24;"47.216667";"2.316667";"0"
"Allondans";"ALLONDANS";25550;25013;43;"47.516667";"6.75";"0"
"Allondaz";"ALLONDAZ";73200;73014;11;"45.7";"6.366667";"0"
"Allondrelle-la-Malmaison";"ALLONDRELLE LA MALMAISON";54260;54011;41;"49.516667";"5.566667";"0"
"Allonne";"ALLONNE";60000;60009;22;"49.4";"2.116667";"0"
"Allonne";"ALLONNE";79130;79007;74;"46.583333";"-0.383333";"0"
"Allonnes";"ALLONNES";72700;72003;52;"47.966667";"0.15";"0"
"Allonnes";"ALLONNES";28150;28004;24;"48.333333";"1.666667";"0"
"Allons";"ALLONS";47420;47007;72;"44.2";"-0.05";"0"
"Allons";"ALLONS";4170;4005;93;"43.966667";"6.6";"0"
"Allonville";"ALLONVILLE";80260;80020;11;"49.933333";"2.35";"0"
"Allonzier-la-Caille";"ALLONZIER LA CAILLE";74350;74006;72;"46.0";"6.116667";"0"
"Allos";"ALLOS";4260;4006;93;"44.233333";"6.633333";"0"
"Allouagne";"ALLOUAGNE";62157;62023;31;"50.533333";"2.5";"0"
"Allouis";"ALLOUIS";18500;18005;24;"47.166667";"2.233333";"0"
"Allouville-Bellefosse";"ALLOUVILLE BELLEFOSSE";76190;76001;23;"49.6";"0.683333";"0"
"Alloué";"ALLOUE";16490;16007;54;"46.033333";"0.516667";"0"
"Alluy";"ALLUY";58110;58004;26;"47.033333";"3.633333";"0"
"Alluyes";"ALLUYES";28800;28005;24;"48.233333";"1.366667";"0"
"Ally";"ALLY";43380;43006;72;"45.158333";"3.308333";"0"
"Allègre";"ALLEGRE";43270;43003;72;"45.2";"3.7";"0"
"Allègre";"ALLEGRE";30500;30008;91;"44.216667";"4.266667";"0"
"Allès-sur-Dordogne";"ALLES SUR DORDOGNE";24480;24005;72;"44.85";"0.866667";"0"
"Allèves";"ALLEVES";74540;74004;72;"45.75";"6.083333";"0"
"Allériot";"ALLERIOT";71380;71004;26;"46.816667";"4.95";"0"
"Almayrac";"ALMAYRAC";81190;81008;11;"44.1";"2.166667";"0"
"Almenêches";"ALMENECHES";61570;61002;25;"48.7";"0.116667";"0"
"Alos";"";81140;81007;11;"44.016667";"1.883333";"0"
"Alos";"ALOS";9200;9008;0;"42.0";"1.0";"0"
"Aloxe-Corton";"ALOXE CORTON";21420;21010;26;"47.066667";"4.866667";"0"
"Alpuech";"ALPUECH";12210;12005;73;"44.75";"2.85";"0"
"Alquines";"ALQUINES";62850;62024;31;"50.75";"2.0";"0"
"Alrance";"ALRANCE";12430;12006;73;"44.133333";"2.683333";"0"
"Alsting";"ALSTING";57520;57013;41;"49.183333";"6.983333";"0"
"Altagene";"ALTAGENE";20112;20011;94;"41.7";"9.066667";"0"
"Alteckendorf";"ALTECKENDORF";67270;67005;73;"48.783333";"7.6";"0"
"Altenach";"ALTENACH";68210;68002;72;"47.616667";"7.116667";"0"
"Altenbach";"ALTENBACH";68760;68003;72;"47.883333";"7.083333";"0"
"Altenheim";"ALTENHEIM";67490;67006;73;"48.716667";"7.466667";"0"
"Altenstadt";"ALTENSTADT";67160;67007;73;"49.033333";"7.966667";"0"
"Althen-des-Paluds";"ALTHEN DES PALUDS";84210;84001;93;"44.0";"4.95";"0"
"Altier";"ALTIER";48800;48004;91;"44.466667";"3.866667";"0"
"Altillac";"ALTILLAC";19120;19007;74;"44.966667";"1.866667";"0"
"Altkirch";"ALTKIRCH";68130;68004;72;"47.616667";"7.25";"0"
"Altorf";"ALTORF";67120;67008;73;"48.516667";"7.533333";"0"
"Altrippe";"ALTRIPPE";57660;57014;41;"49.033333";"6.816667";"0"
"Altviller";"ALTVILLER";57730;57015;41;"49.083333";"6.733333";"0"
"Altwiller";"ALTWILLER";67260;67009;73;"48.933333";"6.966667";"0"
"Aluze";"ALUZE";71510;71005;26;"46.85";"4.683333";"0"
"Alvignac";"ALVIGNAC";46500;46003;73;"44.833333";"1.7";"0"
"Alvimare";"ALVIMARE";76640;76002;23;"49.6";"0.633333";"0"
"Alzen";"ALZEN";9240;9009;73;"42.983333";"1.466667";"0"
"Alzi";"ALZI";20212;20013;94;"42.3";"9.3";"0"
"Alzing";"ALZING";57320;57016;41;"49.283333";"6.55";"0"
"Alzon";"ALZON";30770;30009;91;"43.966667";"3.44004";"0"
"Alzonne";"ALZONNE";11170;11009;91;"43.266667";"2.183333";"0"
"Alès";"ALES";30100;30007;91;"44.133333";"4.083333";"0"
"Alénya";"ALENYA";66200;66002;91;"42.633333";"2.983333";"0"
"Aléria";"ALERIA";20270;20009;94;"42.1";"9.516667";"0"
"Amage";"AMAGE";70280;70011;72;"47.833333";"6.5";"0"
"Amagne";"AMAGNE";8300;8008;21;"49.516667";"4.5";"0"
"Amagney";"AMAGNEY";25220;25014;43;"47.3";"6.15";"0"
"Amailloux";"AMAILLOUX";79350;79008;74;"46.75";"-0.316667";"0"
"Amance";"AMANCE";70160;70012;72;"47.8";"6.066667";"0"
"Amance";"AMANCE";54770;54012;41;"48.766667";"6.283333";"0"
"Amance";"AMANCE";10140;10005;21;"48.3";"4.516667";"0"
"Amancey";"AMANCEY";25330;25015;43;"47.033333";"6.083333";"0"
"Amancy";"AMANCY";74800;74007;72;"46.066667";"6.333333";"0"
"Amange";"AMANGE";39700;39008;43;"47.15";"5.566667";"0"
"Amanlis";"AMANLIS";35150;35002;53;"48.0";"-1.483333";"0"
"Amanty";"AMANTY";55130;55005;41;"48.516667";"5.616667";"0"
"Amanvillers";"AMANVILLERS";57111;57017;41;"49.166667";"6.033333";"0"
"Amanzé";"AMANZE";71610;71006;26;"46.333333";"4.233333";"0"
"Amareins";"AMAREINS";1090;1003;82;"46.083333";"4.8";"0"
"Amareins Francheleins Ces";"AMAREINS FRANCHELEINS CES";1090;1165;82;"46.066667";"4.8";"0"
"Amarens";"AMARENS";81170;81009;11;"44.033333";"1.933333";"0"
"Amathay-Vésigneux";"AMATHAY VESIGNEUX";25330;25016;43;"47.016667";"6.2";"0"
"Amayé-sur-Orne";"AMAYE SUR ORNE";14210;14006;25;"49.083333";"-0.433333";"0"
"Amayé-sur-Seulles";"AMAYE SUR SEULLES";14310;14007;25;"49.083333";"-0.716667";"0"
"Amazy";"AMAZY";58190;58005;26;"47.383333";"3.583333";"0"
"Ambacourt";"AMBACOURT";88500;88006;11;"48.35";"6.15";"0"
"Ambax";"AMBAX";31230;31007;72;"43.366667";"0.933333";"0"
"Ambazac";"AMBAZAC";87240;87002;72;"45.95";"1.4";"0"
"Ambel";"AMBEL";38970;38008;82;"44.816667";"5.933333";"0"
"Ambenay";"AMBENAY";27250;27009;23;"48.833333";"0.733333";"0"
"Ambernac";"AMBERNAC";16490;16009;54;"45.983333";"0.533333";"0"
"Amberre";"AMBERRE";86110;86002;11;"46.783333";"0.15";"0"
"Ambert";"AMBERT";63600;63003;83;"45.55";"3.75";"0"
"Ambeyrac";"AMBEYRAC";12260;12007;73;"44.516667";"1.95";"0"
"Ambialet";"AMBIALET";81430;81010;11;"43.933333";"2.383333";"0"
"Ambiegna";"AMBIEGNA";20151;20014;94;"42.083333";"8.783333";"0"
"Ambierle";"AMBIERLE";42820;42003;82;"46.1";"3.9";"0"
"Ambillou";"AMBILLOU";37340;37002;24;"47.45";"0.45";"0"
"Ambillou-Château";"AMBILLOU CHATEAU";49700;49003;52;"47.266667";"-0.35";"0"
"Ambiévillers";"AMBIEVILLERS";70210;70013;72;"47.966667";"6.15";"0"
"Amblaincourt";"AMBLAINCOURT";55250;55006;41;"48.966667";"5.216667";"0"
"Amblainville";"AMBLAINVILLE";60110;60010;22;"49.2";"2.116667";"0"
"Amblans-et-Velotte";"AMBLANS ET VELOTTE";70200;70014;72;"47.683333";"6.416667";"0"
"Ambleny";"AMBLENY";2290;2011;22;"49.383333";"3.183333";"0"
"Ambleteuse";"AMBLETEUSE";62164;62025;31;"50.8";"1.6";"0"
"Ambleville";"AMBLEVILLE";95710;95011;11;"49.15";"1.7";"0"
"Ambleville";"AMBLEVILLE";16300;16010;54;"45.55";"-0.216667";"0"
"Amblie";"AMBLIE";14480;14008;25;"49.3";"-0.483333";"0"
"Amblimont";"AMBLIMONT";8210;8009;21;"49.633333";"5.066667";"0"
"Ambloy";"AMBLOY";41310;41001;24;"47.716667";"0.966667";"0"
"Ambly-Fleury";"AMBLY FLEURY";8130;8010;21;"49.483333";"4.483333";"0"
"Ambly-sur-Meuse";"AMBLY SUR MEUSE";55300;55007;41;"49.016667";"5.45";"0"
"Ambléon";"AMBLEON";1300;1006;82;"45.75";"5.6";"0"
"Amboise";"AMBOISE";37530;37003;24;"47.416667";"0.983333";"0"
"Ambon";"AMBON";56190;56002;53;"47.55";"-2.566667";"0"
"Ambonil";"AMBONIL";26800;26007;82;"44.783333";"4.9";"0"
"Ambonnay";"AMBONNAY";51150;51007;21;"49.066667";"4.166667";"0"
"Ambonville";"AMBONVILLE";52110;52007;72;"48.316667";"5.016667";"0"
"Ambourville";"AMBOURVILLE";76480;76003;23;"49.466667";"0.933333";"0"
"Ambrault";"AMBRAULT";36120;36003;24;"46.783333";"1.966667";"0"
"Ambres";"AMBRES";81500;81011;11;"43.733333";"1.816667";"0"
"Ambricourt";"AMBRICOURT";62310;62026;31;"50.466667";"2.183333";"0"
"Ambrief";"AMBRIEF";2200;2012;22;"49.316667";"3.4";"0"
"Ambrines";"AMBRINES";62127;62027;31;"50.316667";"2.466667";"0"
"Ambrières";"AMBRIERES";51290;51008;21;"48.633333";"4.833333";"0"
"Ambronay";"AMBRONAY";1500;1007;82;"46.0";"5.35";"0"
"Ambrugeat";"AMBRUGEAT";19250;19008;74;"45.533333";"2.133333";"0"
"Ambrumesnil";"AMBRUMESNIL";76550;76004;23;"49.866667";"1.0";"0"
"Ambrus";"AMBRUS";47160;47008;72;"44.216667";"0.233333";"0"
"Ambutrix";"AMBUTRIX";1500;1008;82;"45.933333";"5.333333";"0"
"Ambès";"AMBES";33810;33004;72;"45.016667";"-0.533333";"0"
"Ambérac";"AMBERAC";16140;16008;54;"45.85";"0.066667";"0"
"Ambérieu-en-Bugey";"AMBERIEU EN BUGEY";1500;1004;82;"45.95";"5.35";"0"
"Ambérieux-en-Dombes";"AMBERIEUX EN DOMBES";1330;1005;82;"46.0";"4.9";"0"
"Amel-sur-l'Étang";"AMEL SUR L ETANG";55230;55008;41;"49.266667";"5.65";"0"
"Amendeuix-Oneix";"AMENDEUIX ONEIX";64120;64018;72;"43.35";"-1.033333";"0"
"Amenoncourt";"AMENONCOURT";54450;54013;41;"48.633333";"6.783333";"0"
"Amenucourt";"AMENUCOURT";95510;95012;11;"49.1";"1.65";"0"
"Ames";"AMES";62190;62028;31;"50.55";"2.416667";"0"
"Amettes";"AMETTES";62260;62029;31;"50.533333";"2.4";"0"
"Ameugny";"AMEUGNY";71460;71007;26;"46.516667";"4.683333";"0"
"Ameuvelle";"AMEUVELLE";88410;88007;11;"47.95";"5.95";"0"
"Amfreville";"AMFREVILLE";50480;50005;25;"49.416667";"-1.383333";"0"
"Amfreville-la-Campagne";"AMFREVILLE LA CAMPAGNE";27370;27011;23;"49.216667";"0.95";"0"
"Amfreville-la-Mi-Voie";"AMFREVILLE LA MI VOIE";76920;76005;23;"49.4";"1.116667";"0"
"Amfreville-les-Champs";"AMFREVILLE LES CHAMPS";76560;76006;23;"49.7";"0.816667";"0"
"Amfreville-les-Champs";"AMFREVILLE LES CHAMPS";27380;27012;23;"49.316667";"1.316667";"0"
"Amfreville-sous-les-Monts";"AMFREVILLE SOUS LES MONTS";27590;27013;23;"49.3";"1.266667";"0"
"Amfreville-sur-Iton";"AMFREVILLE SUR ITON";27400;27014;23;"49.15";"1.15";"0"
"Amfroipret";"AMFROIPRET";59144;59006;31;"50.283333";"3.733333";"0"
"Amfréville";"AMFREVILLE";14860;14009;25;"49.25";"-0.233333";"0"
"Amiens";"AMIENS";80090;80021;11;"49.9";"2.3";"0"
"Amifontaine";"AMIFONTAINE";2190;2013;22;"49.483333";"3.916667";"0"
"Amigny";"AMIGNY";50620;50006;25;"49.15";"-1.183333";"0"
"Amigny-Rouy";"AMIGNY ROUY";2700;2014;22;"49.6";"3.3";"0"
"Amillis";"AMILLIS";77120;77002;11;"48.733333";"3.133333";"0"
"Amilly";"AMILLY";28300;28006;24;"48.45";"1.4";"0"
"Amions";"AMIONS";42260;42004;82;"45.883333";"4.033333";"0"
"Amirat";"AMIRAT";6910;6002;93;"43.9";"6.816667";"0"
"Ammerschwihr";"AMMERSCHWIHR";68770;68005;72;"48.116667";"7.283333";"0"
"Ammerzwiller";"AMMERZWILLER";68210;68006;72;"47.683333";"7.166667";"0"
"Ammeville";"AMMEVILLE";14170;14010;25;"48.933333";"0.033333";"0"
"Amnéville";"AMNEVILLE";57360;57019;41;"49.266667";"6.15";"0"
"Amoncourt";"AMONCOURT";70170;70015;72;"47.733333";"6.066667";"0"
"Amondans";"AMONDANS";25330;25017;43;"47.066667";"6.033333";"0"
"Amorots-Succos";"AMOROTS SUCCOS";64120;64019;72;"43.366667";"-1.1";"0"
"Amou";"AMOU";40330;40002;72;"43.6";"-0.75";"0"
"Ampilly-le-Sec";"AMPILLY LE SEC";21400;21012;26;"47.8";"4.516667";"0"
"Ampilly-les-Bordes";"AMPILLY LES BORDES";21450;21011;26;"47.633333";"4.633333";"0"
"Amplaing";"AMPLAING";9400;9010;73;"42.883333";"1.616667";"0"
"Amplepuis";"AMPLEPUIS";69550;69006;82;"45.983333";"4.333333";"0"
"Amplier";"AMPLIER";62760;62030;31;"50.133333";"2.4";"0"
"Ampoigné";"AMPOIGNE";53200;53004;52;"47.816667";"-0.816667";"0"
"Amponville";"AMPONVILLE";77760;77003;11;"48.283333";"2.533333";"0"
"Ampriani";"AMPRIANI";20272;20015;94;"42.25";"9.35";"0"
"Ampuis";"AMPUIS";69420;69007;82;"45.483333";"4.816667";"0"
"Ampus";"AMPUS";83111;83003;11;"43.6";"6.383333";"0"
"Amuré";"AMURE";79210;79009;74;"46.266667";"-0.616667";"0"
"Amy";"AMY";60310;60011;22;"49.65";"2.833333";"0"
"Amécourt";"AMECOURT";27140;27010;23;"49.383333";"1.733333";"0"
"Amélie-les-Bains-Palalda";"AMELIE LES BAINS PALALDA";66110;66003;91;"42.466667";"2.666667";"0"
"Amélécourt";"AMELECOURT";57170;57018;41;"48.833333";"6.5";"0"
"Anais";"ANAIS";17540;17007;54;"46.183333";"-0.908333";"0"
"Anan";"ANAN";31230;31008;72;"43.35";"0.833333";"0"
"Ance";"ANCE";64570;64020;72;"43.15";"-0.7";"0"
"Anceaumeville";"ANCEAUMEVILLE";76710;76007;23;"49.583333";"1.05";"0"
"Ancelle";"ANCELLE";5260;5004;72;"44.633333";"6.2";"0"
"Ancemont";"ANCEMONT";55320;55009;41;"49.066667";"5.416667";"0"
"Ancenis";"ANCENIS";44150;44003;52;"47.366667";"-1.166667";"0"
"Ancerville";"ANCERVILLE";57580;57020;41;"49.033333";"6.383333";"0"
"Ancerviller";"ANCERVILLER";54450;54014;41;"48.533333";"6.833333";"0"
"Ancey";"ANCEY";21410;21013;26;"47.333333";"4.833333";"0"
"Anchamps";"ANCHAMPS";8500;8011;21;"49.933333";"4.683333";"0"
"Anchenoncourt-et-Chazel";"ANCHENONCOURT ET CHAZEL";70210;70017;72;"47.866667";"6.116667";"0"
"Anché";"ANCHE";86700;86003;11;"46.35";"0.266667";"0"
"Anché";"ANCHE";37500;37004;24;"47.133333";"0.3";"0"
"Ancienville";"ANCIENVILLE";2600;2015;22;"49.216667";"3.216667";"0"
"Ancier";"ANCIER";70100;70018;72;"47.45";"5.633333";"0"
"Ancinnes";"ANCINNES";72610;72005;52;"48.366667";"0.183333";"0"
"Ancizan";"ANCIZAN";65440;65006;72;"42.883333";"0.333333";"0"
"Ancourt";"ANCOURT";76370;76008;23;"49.9";"1.183333";"0"
"Ancretteville-sur-Mer";"ANCRETTEVILLE SUR MER";76540;76011;23;"49.783333";"0.516667";"0"
"Ancteville";"ANCTEVILLE";50200;50007;25;"49.1";"-1.483333";"0"
"Anctoville";"ANCTOVILLE";14240;14011;25;"49.1";"-0.7";"0"
"Ancy";"ANCY";69490;69008;82;"45.833333";"4.516667";"0"
"Ancy-le-Franc";"ANCY LE FRANC";89160;89005;11;"47.766667";"4.166667";"0"
"Ancy-le-Libre";"ANCY LE LIBRE";89160;89006;11;"47.8";"4.116667";"0"
"Ancy-sur-Moselle";"ANCY SUR MOSELLE";57130;57021;41;"49.05";"6.066667";"0"
"Ancône";"ANCONE";26200;26008;82;"44.583333";"4.733333";"0"
"Andainville";"ANDAINVILLE";80140;80022;11;"49.9";"1.783333";"0"
"Andance";"ANDANCE";7340;7009;82;"45.233333";"4.783333";"0"
"Andancette";"ANDANCETTE";26140;26009;82;"45.233333";"4.8";"0"
"Andard";"ANDARD";49800;49004;52;"47.45";"-0.4";"0"
"Andechy";"ANDECHY";80700;80023;11;"49.716667";"2.716667";"0"
"Andel";"ANDEL";22400;22002;53;"48.5";"-2.566667";"0"
"Andelain";"ANDELAIN";2800;2016;22;"49.633333";"3.366667";"0"
"Andelaroche";"ANDELAROCHE";3120;3004;83;"46.25";"3.75";"0"
"Andelarre";"ANDELARRE";70000;70019;72;"47.583333";"6.1";"0"
"Andelarrot";"ANDELARROT";70000;70020;72;"47.583333";"6.1";"0"
"Andelat";"ANDELAT";15100;15004;83;"45.066667";"3.066667";"0"
"Andelnans";"ANDELNANS";90400;90001;73;"47.6";"6.866667";"0"
"Andelot-en-Montagne";"ANDELOT EN MONTAGNE";39110;39009;43;"46.85";"5.933333";"0"
"Andelu";"ANDELU";78770;78013;11;"48.883333";"1.816667";"0"
"Andernay";"ANDERNAY";55800;55011;41;"48.8";"4.95";"0"
"Andernos-les-Bains";"ANDERNOS LES BAINS";33510;33005;72;"44.74288";"-1.1";"0"
"Anderny";"ANDERNY";54560;54015;41;"49.333333";"5.866667";"0"
"Andert-et-Condon";"ANDERT ET CONDON";1300;1009;82;"45.8";"5.65";"0"
"Andevanne";"ANDEVANNE";8240;8012;21;"49.383333";"5.083333";"0"
"Andeville";"ANDEVILLE";60570;60012;22;"49.25";"2.166667";"0"
"Andigné";"ANDIGNE";49220;49005;52;"47.666667";"-0.783333";"0"
"Andillac";"ANDILLAC";81140;81012;11;"44.0";"1.9";"0"
"Andilly";"ANDILLY";17230;17008;54;"46.25";"-1.033333";"0"
"Andilly";"ANDILLY";54200;54016;41;"48.766667";"5.883333";"0"
"Andilly";"ANDILLY";74350;74009;72;"46.05";"6.066667";"0"
"Andilly";"ANDILLY";95580;95014;11;"49.0";"2.3";"0"
"Andilly-en-Bassigny";"ANDILLY EN BASSIGNY";52360;52009;72;"47.916667";"5.516667";"0"
"Andiran";"ANDIRAN";47170;47009;72;"44.1";"0.266667";"0"
"Andoins";"ANDOINS";64420;64021;72;"43.3";"-0.233333";"0"
"Andolsheim";"ANDOLSHEIM";68280;68007;72;"48.066667";"7.416667";"0"
"Andon";"ANDON";6750;6003;93;"43.766667";"6.783333";"0"
"Andonville";"ANDONVILLE";45480;45005;24;"48.266667";"2.016667";"0"
"Andornay";"ANDORNAY";70200;70021;72;"47.65";"6.6";"0"
"Andouillé";"ANDOUILLE";53240;53005;52;"48.183333";"-0.783333";"0"
"Andouillé-Neuville";"ANDOUILLE NEUVILLE";35250;35003;53;"48.3";"-1.583333";"0"
"Andrein";"ANDREIN";64390;64022;72;"43.383333";"-0.9";"0"
"Andres";"ANDRES";62340;62031;31;"50.866667";"1.916667";"0"
"Andrest";"ANDREST";65390;65007;72;"43.316667";"0.066667";"0"
"Andrezel";"ANDREZEL";77390;77004;11;"48.6";"2.816667";"0"
"Andrezé";"ANDREZE";49600;49006;52;"47.166667";"-0.966667";"0"
"Andryes";"ANDRYES";89480;89007;11;"47.516667";"3.483333";"0"
"Andrésy";"ANDRESY";78570;78015;11;"48.983333";"2.066667";"0"
"Anduze";"ANDUZE";30140;30010;91;"44.05";"3.983333";"0"
"Andé";"ANDE";27430;27015;23;"49.233333";"1.233333";"0"
"Anet";"ANET";28260;28007;24;"48.85";"1.433333";"0"
"Anetz";"ANETZ";44150;44004;52;"47.383333";"-1.1";"0"
"Angaïs";"ANGAIS";64510;64023;72;"43.233333";"-0.25";"0"
"Angeac-Champagne";"ANGEAC CHAMPAGNE";16130;16012;54;"45.6";"-0.3";"0"
"Angeac-Charente";"ANGEAC CHARENTE";16120;16013;54;"45.633333";"-0.066667";"0"
"Angecourt";"ANGECOURT";8450;8013;21;"49.633333";"4.983333";"0"
"Angeduc";"ANGEDUC";16300;16014;54;"45.483333";"-0.05";"0"
"Angely";"ANGELY";89440;89008;11;"47.566667";"4.016667";"0"
"Angeot";"ANGEOT";90150;90002;73;"47.7";"7.016667";"0"
"Angers";"ANGERS";49000;49007;52;"47.466667";"-0.55";"0"
"Angerville";"ANGERVILLE";91670;91016;82;"48.3116003";"2.0031752";"0"
"Angerville";"ANGERVILLE";14430;14012;25;"49.25";"-0.033333";"0"
"Angerville-Bailleul";"ANGERVILLE BAILLEUL";76110;76012;23;"49.666667";"0.45";"0"
"Angerville-l'Orcher";"ANGERVILLE L ORCHER";76280;76014;23;"49.583333";"0.283333";"0"
"Angerville-la-Campagne";"ANGERVILLE LA CAMPAGNE";27930;27017;23;"48.991667";"1.166667";"0"
"Angerville-la-Martel";"ANGERVILLE LA MARTEL";76540;76013;23;"49.766667";"0.5";"0"
"Angervilliers";"ANGERVILLIERS";91470;91017;82;"48.583333";"2.066667";"0"
"Angeville";"ANGEVILLE";82210;82003;11;"44.0";"1.033333";"0"
"Angevillers";"ANGEVILLERS";57440;57022;41;"49.383333";"6.033333";"0"
"Angey";"ANGEY";50530;50009;25;"48.75";"-1.5";"0"
"Angicourt";"ANGICOURT";60940;60013;22;"49.316667";"2.5";"0"
"Angiens";"ANGIENS";76740;76015;23;"49.833333";"0.783333";"0"
"Angirey";"ANGIREY";70700;70022;72;"47.45";"5.783333";"0"
"Angivillers";"ANGIVILLERS";60130;60014;22;"49.5";"2.5";"0"
"Anglade";"ANGLADE";33390;33006;72;"45.216667";"-0.633333";"0"
"Anglards-de-Saint-Flour";"ANGLARDS DE SAINT FLOUR";15100;15005;83;"44.983333";"3.166667";"0"
"Anglards-de-Salers";"ANGLARDS DE SALERS";15380;15006;83;"45.216667";"2.45";"0"
"Anglars";"ANGLARS";46120;46004;73;"44.733333";"1.916667";"0"
"Anglars-Juillac";"ANGLARS JUILLAC";46140;46005;73;"44.483333";"1.216667";"0"
"Anglars-Nozac";"ANGLARS NOZAC";46300;46006;73;"44.783333";"1.416667";"0"
"Anglars-Saint-Félix";"ANGLARS SAINT FELIX";12390;12008;73;"44.416667";"2.216667";"0"
"Anglefort";"ANGLEFORT";1350;1010;82;"45.916667";"5.808333";"0"
"Anglemont";"ANGLEMONT";88700;88008;11;"48.383333";"6.666667";"0"
"Angles";"ANGLES";85750;85004;11;"46.4";"-1.4";"0"
"Angles";"ANGLES";4170;4007;93;"43.933333";"6.566667";"0"
"Angles-sur-l'Anglin";"ANGLES SUR L ANGLIN";86260;86004;11;"46.7";"0.883333";"0"
"Anglesqueville-l'Esneval";"ANGLESQUEVILLE L ESNEVAL";76280;76017;23;"49.633333";"0.233333";"0"
"Anglet";"ANGLET";64600;64024;72;"43.483333";"-1.533333";"0"
"Anglure";"ANGLURE";51260;51009;21;"48.583333";"3.816667";"0"
"Anglure-sous-Dun";"ANGLURE SOUS DUN";71170;71008;26;"46.233333";"4.366667";"0"
"Anglus";"ANGLUS";52220;52010;72;"48.4";"4.733333";"0"
"Angluzelles-et-Courcelles";"ANGLUZELLES ET COURCELLES";51230;51010;21;"48.666667";"3.883333";"0"
"Anglès";"ANGLES";81260;81014;11;"43.566667";"2.566667";"0"
"Angoisse";"ANGOISSE";24270;24008;72;"45.416667";"1.133333";"0"
"Angomont";"ANGOMONT";54540;54017;41;"48.516667";"6.95";"0"
"Angos";"ANGOS";65690;65010;72;"43.2";"0.15";"0"
"Angoulême";"ANGOULEME";16000;16015;54;"45.65";"0.15";"0"
"Angoumé";"ANGOUME";40990;40003;72;"43.666667";"-1.133333";"0"
"Angous";"ANGOUS";64190;64025;72;"43.3";"-0.816667";"0"
"Angoville";"ANGOVILLE";14220;14013;25;"48.933333";"-0.383333";"0"
"Angoville-au-Plain";"ANGOVILLE AU PLAIN";50480;50010;25;"49.35";"-1.25";"0"
"Angoville-en-Saire";"ANGOVILLE EN SAIRE";50330;50011;25;"49.683333";"-1.366667";"0"
"Angoville-sur-Ay";"ANGOVILLE SUR AY";50430;50012;25;"49.25";"-1.55";"0"
"Angres";"ANGRES";62143;62032;31;"50.416667";"2.75";"0"
"Angresse";"ANGRESSE";40150;40004;72;"43.65";"-1.383333";"0"
"Angrie";"ANGRIE";49440;49008;52;"47.566667";"-0.966667";"0"
"Anguerny";"ANGUERNY";14610;14014;25;"49.266667";"-0.4";"0"
"Anguilcourt-le-Sart";"ANGUILCOURT LE SART";2800;2017;22;"49.683333";"3.433333";"0"
"Angviller-lès-Bisping";"ANGVILLER LES BISPING";57930;57023;41;"48.816667";"6.883333";"0"
"Angy";"ANGY";60250;60015;22;"49.35";"2.333333";"0"
"Angé";"ANGE";41400;41002;24;"47.316667";"1.233333";"0"
"Anhaux";"ANHAUX";64220;64026;72;"43.166667";"-1.283333";"0"
